source_file,match_id,round_number,kill_index,map,local_team_side,att_money,def_money,economy_diff,att_ults_ready,def_ults_ready,score_won,score_lost,score_diff,att_alive,def_alive,alive_diff,att_kills,def_kills,kill_diff,spike_planted,winner
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,1,Bonsai,defense,18850,18350,500,2,2,2,3,-1,5,4,1,1,0,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,2,Bonsai,defense,18850,18350,500,2,2,2,3,-1,5,3,2,2,0,2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,3,Bonsai,defense,18850,18350,500,2,2,2,3,-1,5,2,3,3,0,3,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,4,Bonsai,defense,18850,18350,500,2,2,2,3,-1,4,2,2,3,1,2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,5,Bonsai,defense,18850,18350,500,2,2,2,3,-1,4,1,3,4,1,3,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,6,Bonsai,defense,18850,18350,500,2,2,2,3,-1,3,1,2,4,2,2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,7,Bonsai,defense,18850,18350,500,2,2,2,3,-1,2,1,1,4,3,1,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,6,8,Bonsai,defense,18850,18350,500,2,2,2,3,-1,2,0,2,5,3,2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,7,1,Bonsai,defense,16400,11900,4500,1,3,2,4,-2,4,5,-1,0,1,-1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,7,2,Bonsai,defense,16400,11900,4500,1,3,2,4,-2,3,5,-2,0,2,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,7,3,Bonsai,defense,16400,11900,4500,1,3,2,4,-2,2,5,-3,0,3,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,7,4,Bonsai,defense,16400,11900,4500,1,3,2,4,-2,2,4,-2,1,3,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,7,5,Bonsai,defense,16400,11900,4500,1,3,2,4,-2,2,3,-1,2,3,-1,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,7,6,Bonsai,defense,16400,11900,4500,1,3,2,4,-2,1,3,-2,2,4,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,7,7,Bonsai,defense,16400,11900,4500,1,3,2,4,-2,0,3,-3,2,5,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,8,1,Bonsai,defense,18400,10650,7750,2,3,3,4,-1,4,5,-1,0,1,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,8,2,Bonsai,defense,18400,10650,7750,2,3,3,4,-1,4,4,0,1,1,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,8,3,Bonsai,defense,18400,10650,7750,2,3,3,4,-1,3,4,-1,1,2,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,8,4,Bonsai,defense,18400,10650,7750,2,3,3,4,-1,2,4,-2,1,3,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,8,5,Bonsai,defense,18400,10650,7750,2,3,3,4,-1,1,4,-3,1,4,-3,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,8,6,Bonsai,defense,18400,10650,7750,2,3,3,4,-1,1,3,-2,2,4,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,8,7,Bonsai,defense,18400,10650,7750,2,3,3,4,-1,0,3,-3,2,5,-3,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,9,1,Bonsai,defense,16150,21900,-5750,2,2,4,4,0,4,5,-1,0,1,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,9,2,Bonsai,defense,16150,21900,-5750,2,2,4,4,0,3,5,-2,0,2,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,9,3,Bonsai,defense,16150,21900,-5750,2,2,4,4,0,3,4,-1,1,2,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,9,4,Bonsai,defense,16150,21900,-5750,2,2,4,4,0,2,4,-2,1,3,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,9,5,Bonsai,defense,16150,21900,-5750,2,2,4,4,0,2,3,-1,2,3,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,9,6,Bonsai,defense,16150,21900,-5750,2,2,4,4,0,1,3,-2,2,4,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,9,7,Bonsai,defense,16150,21900,-5750,2,2,4,4,0,1,2,-1,3,4,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,10,1,Bonsai,defense,16200,22700,-6500,4,2,5,4,1,4,5,-1,0,1,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,10,2,Bonsai,defense,16200,22700,-6500,4,2,5,4,1,3,5,-2,0,2,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,10,3,Bonsai,defense,16200,22700,-6500,4,2,5,4,1,3,4,-1,1,2,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,10,4,Bonsai,defense,16200,22700,-6500,4,2,5,4,1,2,4,-2,1,3,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,10,5,Bonsai,defense,16200,22700,-6500,4,2,5,4,1,1,4,-3,1,4,-3,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,10,6,Bonsai,defense,16200,22700,-6500,4,2,5,4,1,0,4,-4,1,5,-4,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,11,1,Bonsai,defense,16900,27750,-10850,2,2,6,4,2,4,5,-1,0,1,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,11,2,Bonsai,defense,16900,27750,-10850,2,2,6,4,2,3,5,-2,0,2,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,11,3,Bonsai,defense,16900,27750,-10850,2,2,6,4,2,3,4,-1,1,2,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,11,4,Bonsai,defense,16900,27750,-10850,2,2,6,4,2,2,4,-2,1,3,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,11,5,Bonsai,defense,16900,27750,-10850,2,2,6,4,2,1,4,-3,1,4,-3,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,1,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,4,5,-1,0,1,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,2,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,4,4,0,1,1,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,3,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,3,4,-1,1,2,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,4,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,3,3,0,2,2,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,5,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,3,2,1,3,2,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,6,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,2,2,0,3,3,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,7,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,2,1,1,4,3,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,12,8,Bonsai,defense,20450,33300,-12850,2,1,7,4,3,1,1,0,4,4,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,13,1,Bonsai,attack,23900,17000,6900,1,1,8,4,4,5,4,1,1,0,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,13,2,Bonsai,attack,23900,17000,6900,1,1,8,4,4,4,4,0,1,1,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,13,3,Bonsai,attack,23900,17000,6900,1,1,8,4,4,4,3,1,2,1,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,13,4,Bonsai,attack,23900,17000,6900,1,1,8,4,4,3,3,0,2,2,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,13,5,Bonsai,attack,23900,17000,6900,1,1,8,4,4,3,2,1,3,2,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,13,6,Bonsai,attack,23900,17000,6900,1,1,8,4,4,2,2,0,3,3,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,13,7,Bonsai,attack,23900,17000,6900,1,1,8,4,4,1,2,-1,3,4,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,14,1,Bonsai,attack,8350,4000,4350,0,0,8,5,3,4,5,-1,0,1,-1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,14,2,Bonsai,attack,8350,4000,4350,0,0,8,5,3,4,4,0,1,1,0,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,14,3,Bonsai,attack,8350,4000,4350,0,0,8,5,3,3,4,-1,1,2,-1,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,14,4,Bonsai,attack,8350,4000,4350,0,0,8,5,3,2,4,-2,1,3,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,14,5,Bonsai,attack,8350,4000,4350,0,0,8,5,3,1,4,-3,1,4,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,14,6,Bonsai,attack,8350,4000,4350,0,0,8,5,3,1,3,-2,2,4,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,14,7,Bonsai,attack,8350,4000,4350,0,0,8,5,3,0,3,-3,2,5,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,15,1,Bonsai,attack,18400,16600,1800,0,0,8,6,2,4,5,-1,0,1,-1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,15,2,Bonsai,attack,18400,16600,1800,0,0,8,6,2,4,4,0,1,1,0,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,15,3,Bonsai,attack,18400,16600,1800,0,0,8,6,2,3,4,-1,1,2,-1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,15,4,Bonsai,attack,18400,16600,1800,0,0,8,6,2,2,4,-2,1,3,-2,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,15,5,Bonsai,attack,18400,16600,1800,0,0,8,6,2,1,4,-3,1,4,-3,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,16,1,Bonsai,attack,10350,18900,-8550,0,0,8,7,1,5,4,1,1,0,1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,16,2,Bonsai,attack,10350,18900,-8550,0,0,8,7,1,4,4,0,1,1,0,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,16,3,Bonsai,attack,10350,18900,-8550,0,0,8,7,1,4,3,1,2,1,1,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,16,4,Bonsai,attack,10350,18900,-8550,0,0,8,7,1,4,2,2,3,1,2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,16,5,Bonsai,attack,10350,18900,-8550,0,0,8,7,1,4,1,3,4,1,3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,17,1,Bonsai,attack,18750,19950,-1200,1,0,9,7,2,5,4,1,1,0,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,17,2,Bonsai,attack,18750,19950,-1200,1,0,9,7,2,5,3,2,2,0,2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,17,3,Bonsai,attack,18750,19950,-1200,1,0,9,7,2,5,2,3,3,0,3,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,17,4,Bonsai,attack,18750,19950,-1200,1,0,9,7,2,5,1,4,4,0,4,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,18,1,Bonsai,attack,19900,0,19900,3,0,10,7,3,4,5,-1,0,1,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,18,2,Bonsai,attack,19900,0,19900,3,0,10,7,3,3,5,-2,0,2,-2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,18,3,Bonsai,attack,19900,0,19900,3,0,10,7,3,2,5,-3,0,3,-3,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,18,4,Bonsai,attack,19900,0,19900,3,0,10,7,3,2,4,-2,1,3,-2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,18,5,Bonsai,attack,19900,0,19900,3,0,10,7,3,1,4,-3,1,4,-3,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,18,6,Bonsai,attack,19900,0,19900,3,0,10,7,3,1,3,-2,2,4,-2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,18,7,Bonsai,attack,19900,0,19900,3,0,10,7,3,0,3,-3,2,5,-3,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,1,Bonsai,attack,37400,18850,18550,3,2,10,8,2,5,4,1,1,0,1,0,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,2,Bonsai,attack,37400,18850,18550,3,2,10,8,2,4,4,0,1,1,0,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,3,Bonsai,attack,37400,18850,18550,3,2,10,8,2,3,4,-1,1,2,-1,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,4,Bonsai,attack,37400,18850,18550,3,2,10,8,2,3,3,0,2,2,0,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,5,Bonsai,attack,37400,18850,18550,3,2,10,8,2,2,3,-1,2,3,-1,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,6,Bonsai,attack,37400,18850,18550,3,2,10,8,2,2,2,0,3,3,0,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,7,Bonsai,attack,37400,18850,18550,3,2,10,8,2,1,2,-1,3,4,-1,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,8,Bonsai,attack,37400,18850,18550,3,2,10,8,2,1,1,0,4,4,0,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,9,Bonsai,attack,37400,18850,18550,3,2,10,8,2,0,1,-1,4,5,-1,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,10,Bonsai,attack,37400,18850,18550,3,2,10,8,2,0,1,-1,4,6,-2,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,19,11,Bonsai,attack,37400,18850,18550,3,2,10,8,2,0,1,-1,4,7,-3,1,
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,20,1,Bonsai,attack,24400,20000,4400,3,3,10,9,1,5,4,1,1,0,1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,20,2,Bonsai,attack,24400,20000,4400,3,3,10,9,1,5,3,2,2,0,2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,20,3,Bonsai,attack,24400,20000,4400,3,3,10,9,1,5,2,3,3,0,3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,20,4,Bonsai,attack,24400,20000,4400,3,3,10,9,1,4,2,2,3,1,2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,20,5,Bonsai,attack,24400,20000,4400,3,3,10,9,1,4,1,3,4,1,3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,20,6,Bonsai,attack,24400,20000,4400,3,3,10,9,1,3,1,2,4,2,2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,21,1,Bonsai,attack,31400,26200,5200,3,3,11,9,2,5,4,1,1,0,1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,21,2,Bonsai,attack,31400,26200,5200,3,3,11,9,2,4,4,0,1,1,0,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,21,3,Bonsai,attack,31400,26200,5200,3,3,11,9,2,3,4,-1,1,2,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,21,4,Bonsai,attack,31400,26200,5200,3,3,11,9,2,2,4,-2,1,3,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,21,5,Bonsai,attack,31400,26200,5200,3,3,11,9,2,2,3,-1,2,3,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,21,6,Bonsai,attack,31400,26200,5200,3,3,11,9,2,1,3,-2,2,4,-2,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,21,7,Bonsai,attack,31400,26200,5200,3,3,11,9,2,1,2,-1,3,4,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,22,1,Bonsai,attack,25950,19750,6200,3,2,11,10,1,4,5,-1,0,1,-1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,22,2,Bonsai,attack,25950,19750,6200,3,2,11,10,1,3,5,-2,0,2,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,22,3,Bonsai,attack,25950,19750,6200,3,2,11,10,1,2,5,-3,0,3,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,22,4,Bonsai,attack,25950,19750,6200,3,2,11,10,1,1,5,-4,0,4,-4,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,22,5,Bonsai,attack,25950,19750,6200,3,2,11,10,1,0,5,-5,0,5,-5,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,23,1,Bonsai,attack,18050,17700,350,4,3,11,11,0,4,5,-1,0,1,-1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,23,2,Bonsai,attack,18050,17700,350,4,3,11,11,0,3,5,-2,0,2,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,23,3,Bonsai,attack,18050,17700,350,4,3,11,11,0,2,5,-3,0,3,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,23,4,Bonsai,attack,18050,17700,350,4,3,11,11,0,2,4,-2,1,3,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,23,5,Bonsai,attack,18050,17700,350,4,3,11,11,0,1,4,-3,1,4,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,23,6,Bonsai,attack,18050,17700,350,4,3,11,11,0,1,3,-2,2,4,-2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,23,7,Bonsai,attack,18050,17700,350,4,3,11,11,0,0,3,-3,2,5,-3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,24,1,Bonsai,attack,15100,12750,2350,3,2,11,12,-1,5,4,1,1,0,1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,24,2,Bonsai,attack,15100,12750,2350,3,2,11,12,-1,5,3,2,2,0,2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,24,3,Bonsai,attack,15100,12750,2350,3,2,11,12,-1,5,2,3,3,0,3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,24,4,Bonsai,attack,15100,12750,2350,3,2,11,12,-1,4,2,2,3,1,2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,24,5,Bonsai,attack,15100,12750,2350,3,2,11,12,-1,3,2,1,3,2,1,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,24,6,Bonsai,attack,15100,12750,2350,3,2,11,12,-1,3,1,2,4,2,2,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,24,7,Bonsai,attack,15100,12750,2350,3,2,11,12,-1,3,0,3,5,2,3,1,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,25,1,Bonsai,defense,25000,12300,12700,2,1,12,12,0,4,5,-1,0,1,-1,0,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,25,2,Bonsai,defense,25000,12300,12700,2,1,12,12,0,4,4,0,1,1,0,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,25,3,Bonsai,defense,25000,12300,12700,2,1,12,12,0,3,4,-1,1,2,-1,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,25,4,Bonsai,defense,25000,12300,12700,2,1,12,12,0,3,3,0,2,2,0,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,25,5,Bonsai,defense,25000,12300,12700,2,1,12,12,0,3,2,1,3,2,1,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,25,6,Bonsai,defense,25000,12300,12700,2,1,12,12,0,3,1,2,4,2,2,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,25,7,Bonsai,defense,25000,12300,12700,2,1,12,12,0,3,0,3,5,2,3,1,allies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,26,1,Bonsai,defense,0,9700,-9700,0,1,12,13,-1,4,5,-1,0,1,-1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,26,2,Bonsai,defense,0,9700,-9700,0,1,12,13,-1,4,4,0,1,1,0,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,26,3,Bonsai,defense,0,9700,-9700,0,1,12,13,-1,4,3,1,2,1,1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,26,4,Bonsai,defense,0,9700,-9700,0,1,12,13,-1,3,3,0,2,2,0,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,26,5,Bonsai,defense,0,9700,-9700,0,1,12,13,-1,3,2,1,3,2,1,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,26,6,Bonsai,defense,0,9700,-9700,0,1,12,13,-1,2,2,0,3,3,0,0,enemies
match15.json,e755e21c-1637-48f9-b78f-d0880e4973eb,26,7,Bonsai,defense,0,9700,-9700,0,1,12,13,-1,2,1,1,4,3,1,0,enemies
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,1,Foxtrot,defense,0,0,0,0,0,0,0,0,5,4,1,1,0,1,0,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,2,Foxtrot,defense,0,0,0,0,0,0,0,0,5,3,2,2,0,2,1,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,3,Foxtrot,defense,0,0,0,0,0,0,0,0,4,3,1,2,1,1,1,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,4,Foxtrot,defense,0,0,0,0,0,0,0,0,3,3,0,2,2,0,1,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,5,Foxtrot,defense,0,0,0,0,0,0,0,0,2,3,-1,2,3,-1,1,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,6,Foxtrot,defense,0,0,0,0,0,0,0,0,2,2,0,3,3,0,1,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,7,Foxtrot,defense,0,0,0,0,0,0,0,0,2,1,1,4,3,1,1,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,8,Foxtrot,defense,0,0,0,0,0,0,0,0,1,1,0,4,4,0,1,
match16.json,4cd4434d-f22b-4914-9bde-21be7d699b13,1,9,Foxtrot,defense,0,0,0,0,0,0,0,0,0,1,-1,4,5,-1,1,
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,1,1,Ascent,defense,0,0,0,0,0,0,1,-1,5,4,1,1,0,1,0,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,1,2,Ascent,defense,0,0,0,0,0,0,1,-1,5,3,2,2,0,2,1,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,1,3,Ascent,defense,0,0,0,0,0,0,1,-1,5,2,3,3,0,3,1,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,1,4,Ascent,defense,0,0,0,0,0,0,1,-1,4,2,2,3,1,2,1,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,1,5,Ascent,defense,0,0,0,0,0,0,1,-1,3,2,1,3,2,1,1,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,1,6,Ascent,defense,0,0,0,0,0,0,1,-1,3,1,2,4,2,2,1,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,1,7,Ascent,defense,0,0,0,0,0,0,1,-1,3,0,3,5,2,3,1,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,2,1,Ascent,defense,4000,2700,1300,0,0,0,1,-1,5,4,1,1,0,1,0,
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,2,2,Ascent,defense,4000,2700,1300,0,0,0,1,-1,5,3,2,2,0,2,0,
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,2,3,Ascent,defense,4000,2700,1300,0,0,0,1,-1,4,3,1,2,1,1,0,
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,2,4,Ascent,defense,4000,2700,1300,0,0,0,1,-1,4,2,2,3,1,2,0,
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,2,5,Ascent,defense,4000,2700,1300,0,0,0,1,-1,3,2,1,3,2,1,0,
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,2,6,Ascent,defense,4000,2700,1300,0,0,0,1,-1,3,1,2,4,2,2,0,
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,3,1,Ascent,defense,15500,6050,9450,0,0,0,2,-2,4,5,-1,0,1,-1,0,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,3,2,Ascent,defense,15500,6050,9450,0,0,0,2,-2,3,5,-2,0,2,-2,0,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,3,3,Ascent,defense,15500,6050,9450,0,0,0,2,-2,2,5,-3,0,3,-3,0,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,3,4,Ascent,defense,15500,6050,9450,0,0,0,2,-2,2,4,-2,1,3,-2,0,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,3,5,Ascent,defense,15500,6050,9450,0,0,0,2,-2,1,4,-3,1,4,-3,0,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,3,6,Ascent,defense,15500,6050,9450,0,0,0,2,-2,1,3,-2,2,4,-2,0,enemies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,4,1,Ascent,defense,20350,15350,5000,0,0,1,2,-1,4,5,-1,0,1,-1,0,allies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,4,2,Ascent,defense,20350,15350,5000,0,0,1,2,-1,4,4,0,1,1,0,1,allies
match16.json,23cfbaca-991e-4e51-873e-41aed712507b,4,3,Ascent,defense,20350,15350,5000,0,0,1,2,-1,3,4,-1,1,2,-1,1,allies
