source_file,match_id,round_number,kill_index,map,local_team_side,att_money,def_money,economy_diff,att_ults_ready,def_ults_ready,score_won,score_lost,score_diff,att_alive,def_alive,alive_diff,att_kills,def_kills,kill_diff,spike_planted,winner
first_match.json,54dfe3f3-0ad2-4993-a7b5-8a782b3c2feb,5,4,Foxtrot,defense,35300,5300,30000,0,0,0,4,-4,3,3,0,2,2,0,1,enemies
first_match.json,54dfe3f3-0ad2-4993-a7b5-8a782b3c2feb,5,5,Foxtrot,defense,35300,5300,30000,0,0,0,4,-4,3,2,1,3,2,1,1,enemies
first_match.json,54dfe3f3-0ad2-4993-a7b5-8a782b3c2feb,5,6,Foxtrot,defense,35300,5300,30000,0,0,0,4,-4,3,1,2,4,2,2,1,enemies
first_match.json,54dfe3f3-0ad2-4993-a7b5-8a782b3c2feb,5,7,Foxtrot,defense,35300,5300,30000,0,0,0,4,-4,2,1,1,4,3,1,1,enemies
first_match.json,54dfe3f3-0ad2-4993-a7b5-8a782b3c2feb,5,8,Foxtrot,defense,35300,5300,30000,0,0,0,4,-4,1,1,0,4,4,0,1,enemies
first_match.json,54dfe3f3-0ad2-4993-a7b5-8a782b3c2feb,5,9,Foxtrot,defense,35300,5300,30000,0,0,0,4,-4,0,1,-1,4,5,-1,1,enemies
match10.json,e99517ed-0439-47c3-9d9f-35a596b0487f,1,1,Jam,defense,0,0,0,0,0,0,0,0,4,5,-1,0,1,-1,0,
match10.json,e99517ed-0439-47c3-9d9f-35a596b0487f,1,2,Jam,defense,0,0,0,0,0,0,0,0,3,5,-2,0,2,-2,1,
match10.json,e99517ed-0439-47c3-9d9f-35a596b0487f,1,3,Jam,defense,0,0,0,0,0,0,0,0,3,4,-1,1,2,-1,1,
match10.json,e99517ed-0439-47c3-9d9f-35a596b0487f,1,4,Jam,defense,0,0,0,0,0,0,0,0,3,3,0,2,2,0,1,
match10.json,e99517ed-0439-47c3-9d9f-35a596b0487f,1,5,Jam,defense,0,0,0,0,0,0,0,0,2,3,-1,2,3,-1,1,
match10.json,e99517ed-0439-47c3-9d9f-35a596b0487f,1,6,Jam,defense,0,0,0,0,0,0,0,0,1,3,-2,2,4,-2,1,
