round_number,kill_index,map,local_team_side,att_money,def_money,economy_diff,att_ults_ready,def_ults_ready,score_won,score_lost,score_diff,att_alive,def_alive,alive_diff,att_kills,def_kills,kill_diff,spike_planted,winner,att_full_buy,def_full_buy,att_eco,def_eco,ult_adv,alive_ratio,kill_progress
4,2,3,0,25400,7200,18200,0,0,0,3,-3,5,3,2,2,0,2,0,0,1,0,0,1,0,0.625,0.2
4,3,3,0,25400,7200,18200,0,0,0,3,-3,4,3,1,2,1,1,0,0,1,0,0,1,0,0.5714285714285714,0.3
4,4,3,0,25400,7200,18200,0,0,0,3,-3,3,3,0,2,2,0,0,0,1,0,0,1,0,0.5,0.4
4,5,3,0,25400,7200,18200,0,0,0,3,-3,3,2,1,3,2,1,0,0,1,0,0,1,0,0.6,0.5
4,6,3,0,25400,7200,18200,0,0,0,3,-3,3,1,2,4,2,2,0,0,1,0,0,1,0,0.75,0.6
5,1,3,0,30200,8700,21500,0,2,0,4,-4,5,4,1,1,0,1,0,0,1,0,0,1,-2,0.5555555555555556,0.1
5,2,3,0,30200,8700,21500,0,2,0,4,-4,5,3,2,2,0,2,1,0,1,0,0,1,-2,0.625,0.2
5,3,3,0,30200,8700,21500,0,2,0,4,-4,4,3,1,2,1,1,1,0,1,0,0,1,-2,0.5714285714285714,0.3
5,4,3,0,30200,8700,21500,0,2,0,4,-4,4,2,2,3,1,2,1,0,1,0,0,1,-2,0.6666666666666666,0.4
5,5,3,0,30200,8700,21500,0,2,0,4,-4,4,1,3,4,1,3,1,0,1,0,0,1,-2,0.8,0.5
6,1,3,0,35200,1650,33550,2,2,0,5,-5,5,4,1,1,0,1,0,0,1,0,0,1,0,0.5555555555555556,0.1
6,2,3,0,35200,1650,33550,2,2,0,5,-5,5,3,2,2,0,2,1,0,1,0,0,1,0,0.625,0.2
6,3,3,0,35200,1650,33550,2,2,0,5,-5,4,3,1,2,1,1,1,0,1,0,0,1,0,0.5714285714285714,0.3
6,4,3,0,35200,1650,33550,2,2,0,5,-5,3,3,0,2,2,0,1,0,1,0,0,1,0,0.5,0.4
6,5,3,0,35200,1650,33550,2,2,0,5,-5,3,2,1,3,2,1,1,0,1,0,0,1,0,0.6,0.5
6,6,3,0,35200,1650,33550,2,2,0,5,-5,3,1,2,4,2,2,1,0,1,0,0,1,0,0.75,0.6
6,7,3,0,35200,1650,33550,2,2,0,5,-5,2,1,1,4,3,1,1,0,1,0,0,1,0,0.6666666666666666,0.7
6,8,3,0,35200,1650,33550,2,2,0,5,-5,1,1,0,4,4,0,1,0,1,0,0,1,0,0.5,0.8
7,1,3,0,37050,6750,30300,2,2,0,6,-6,5,4,1,1,0,1,0,0,1,0,0,1,0,0.5555555555555556,0.1
7,2,3,0,37050,6750,30300,2,2,0,6,-6,4,4,0,1,1,0,1,0,1,0,0,1,0,0.5,0.2
7,3,3,0,37050,6750,30300,2,2,0,6,-6,4,3,1,2,1,1,1,0,1,0,0,1,0,0.5714285714285714,0.3
7,4,3,0,37050,6750,30300,2,2,0,6,-6,4,2,2,3,1,2,1,0,1,0,0,1,0,0.6666666666666666,0.4
7,5,3,0,37050,6750,30300,2,2,0,6,-6,4,1,3,4,1,3,1,0,1,0,0,1,0,0.8,0.5
7,6,3,0,37050,6750,30300,2,2,0,6,-6,3,1,2,4,2,2,1,0,1,0,0,1,0,0.75,0.6
7,7,3,0,37050,6750,30300,2,2,0,6,-6,3,0,3,5,2,3,1,0,1,0,0,1,0,1.0,0.7
7,8,3,0,37050,6750,30300,2,2,0,6,-6,2,0,2,5,3,2,1,0,1,0,0,1,0,1.0,0.8
8,1,3,0,41200,10850,30350,1,2,0,7,-7,5,4,1,1,0,1,0,0,1,0,0,0,-1,0.5555555555555556,0.1
8,2,3,0,41200,10850,30350,1,2,0,7,-7,4,4,0,1,1,0,1,0,1,0,0,0,-1,0.5,0.2
8,3,3,0,41200,10850,30350,1,2,0,7,-7,4,3,1,2,1,1,1,0,1,0,0,0,-1,0.5714285714285714,0.3
8,4,3,0,41200,10850,30350,1,2,0,7,-7,4,2,2,3,1,2,1,0,1,0,0,0,-1,0.6666666666666666,0.4
8,5,3,0,41200,10850,30350,1,2,0,7,-7,4,1,3,4,1,3,1,0,1,0,0,0,-1,0.8,0.5
8,6,3,0,41200,10850,30350,1,2,0,7,-7,3,1,2,4,2,2,1,0,1,0,0,0,-1,0.75,0.6
8,7,3,0,41200,10850,30350,1,2,0,7,-7,2,1,1,4,3,1,1,0,1,0,0,0,-1,0.6666666666666666,0.7
9,1,3,0,38400,15150,23250,2,4,0,8,-8,5,4,1,1,0,1,0,0,1,0,0,0,-2,0.5555555555555556,0.1
9,2,3,0,38400,15150,23250,2,4,0,8,-8,4,4,0,1,1,0,0,0,1,0,0,0,-2,0.5,0.2
9,3,3,0,38400,15150,23250,2,4,0,8,-8,4,3,1,2,1,1,0,0,1,0,0,0,-2,0.5714285714285714,0.3
9,4,3,0,38400,15150,23250,2,4,0,8,-8,4,2,2,3,1,2,0,0,1,0,0,0,-2,0.6666666666666666,0.4
9,5,3,0,38400,15150,23250,2,4,0,8,-8,4,1,3,4,1,3,0,0,1,0,0,0,-2,0.8,0.5
9,6,3,0,38400,15150,23250,2,4,0,8,-8,4,0,4,5,1,4,0,0,1,0,0,0,-2,1.0,0.6
10,1,3,0,39500,6750,32750,0,3,0,9,-9,5,4,1,1,0,1,0,0,1,0,0,1,-3,0.5555555555555556,0.1
10,2,3,0,39500,6750,32750,0,3,0,9,-9,5,3,2,2,0,2,1,0,1,0,0,1,-3,0.625,0.2
10,3,3,0,39500,6750,32750,0,3,0,9,-9,4,3,1,2,1,1,1,0,1,0,0,1,-3,0.5714285714285714,0.3
10,4,3,0,39500,6750,32750,0,3,0,9,-9,4,2,2,3,1,2,1,0,1,0,0,1,-3,0.6666666666666666,0.4
10,5,3,0,39500,6750,32750,0,3,0,9,-9,4,1,3,4,1,3,1,0,1,0,0,1,-3,0.8,0.5
11,1,3,0,36750,2750,34000,1,2,0,10,-10,4,5,-1,0,1,-1,0,0,1,0,0,1,-1,0.4444444444444444,0.1
11,2,3,0,36750,2750,34000,1,2,0,10,-10,4,4,0,1,1,0,1,0,1,0,0,1,-1,0.5,0.2
11,3,3,0,36750,2750,34000,1,2,0,10,-10,3,4,-1,1,2,-1,1,0,1,0,0,1,-1,0.42857142857142855,0.3
11,4,3,0,36750,2750,34000,1,2,0,10,-10,3,3,0,2,2,0,1,0,1,0,0,1,-1,0.5,0.4
11,5,3,0,36750,2750,34000,1,2,0,10,-10,3,2,1,3,2,1,1,0,1,0,0,1,-1,0.6,0.5
11,6,3,0,36750,2750,34000,1,2,0,10,-10,3,1,2,4,2,2,1,0,1,0,0,1,-1,0.75,0.6
11,7,3,0,36750,2750,34000,1,2,0,10,-10,2,1,1,4,3,1,1,0,1,0,0,1,-1,0.6666666666666666,0.7
11,8,3,0,36750,2750,34000,1,2,0,10,-10,1,1,0,4,4,0,1,0,1,0,0,1,-1,0.5,0.8
12,1,3,0,43200,3250,39950,2,2,0,11,-11,4,5,-1,0,1,-1,0,0,1,0,0,1,0,0.4444444444444444,0.1
12,2,3,0,43200,3250,39950,2,2,0,11,-11,3,5,-2,0,2,-2,0,0,1,0,0,1,0,0.375,0.2
12,3,3,0,43200,3250,39950,2,2,0,11,-11,2,5,-3,0,3,-3,0,0,1,0,0,1,0,0.2857142857142857,0.3
12,4,3,0,43200,3250,39950,2,2,0,11,-11,2,4,-2,1,3,-2,0,0,1,0,0,1,0,0.3333333333333333,0.4
12,5,3,0,43200,3250,39950,2,2,0,11,-11,1,4,-3,1,4,-3,0,0,1,0,0,1,0,0.2,0.5
13,1,3,1,250,45000,-44750,1,2,1,11,-10,5,4,1,1,0,1,0,1,0,1,1,0,-1,0.5555555555555556,0.1
13,2,3,1,250,45000,-44750,1,2,1,11,-10,4,4,0,1,1,0,1,1,0,1,1,0,-1,0.5,0.2
13,3,3,1,250,45000,-44750,1,2,1,11,-10,3,4,-1,1,2,-1,1,1,0,1,1,0,-1,0.42857142857142855,0.3
13,4,3,1,250,45000,-44750,1,2,1,11,-10,3,3,0,2,2,0,1,1,0,1,1,0,-1,0.5,0.4
13,5,3,1,250,45000,-44750,1,2,1,11,-10,3,2,1,3,2,1,1,1,0,1,1,0,-1,0.6,0.5
13,6,3,1,250,45000,-44750,1,2,1,11,-10,2,2,0,3,3,0,1,1,0,1,1,0,-1,0.5,0.6
13,7,3,1,250,45000,-44750,1,2,1,11,-10,2,1,1,4,3,1,1,1,0,1,1,0,-1,0.6666666666666666,0.7
13,8,3,1,250,45000,-44750,1,2,1,11,-10,1,1,0,4,4,0,1,1,0,1,1,0,-1,0.5,0.8
13,9,3,1,250,45000,-44750,1,2,1,11,-10,0,1,-1,4,5,-1,1,1,0,1,1,0,-1,0.0,0.9
14,1,3,1,8450,4000,4450,0,0,1,12,-11,4,5,-1,0,1,-1,0,0,0,0,1,1,0,0.4444444444444444,0.1
14,2,3,1,8450,4000,4450,0,0,1,12,-11,4,4,0,1,1,0,0,0,0,0,1,1,0,0.5,0.2
14,3,3,1,8450,4000,4450,0,0,1,12,-11,3,4,-1,1,2,-1,0,0,0,0,1,1,0,0.42857142857142855,0.3
14,4,3,1,8450,4000,4450,0,0,1,12,-11,3,3,0,2,2,0,0,0,0,0,1,1,0,0.5,0.4
14,5,3,1,8450,4000,4450,0,0,1,12,-11,3,2,1,3,2,1,0,0,0,0,1,1,0,0.6,0.5
14,6,3,1,8450,4000,4450,0,0,1,12,-11,3,1,2,4,2,2,0,0,0,0,1,1,0,0.75,0.6
15,1,3,1,11250,16600,-5350,0,0,2,12,-10,5,4,1,1,0,1,0,1,0,0,0,0,0,0.5555555555555556,0.1
15,2,3,1,11250,16600,-5350,0,0,2,12,-10,4,4,0,1,1,0,1,1,0,0,0,0,0,0.5,0.2
15,3,3,1,11250,16600,-5350,0,0,2,12,-10,3,4,-1,1,2,-1,1,1,0,0,0,0,0,0.42857142857142855,0.3
15,4,3,1,11250,16600,-5350,0,0,2,12,-10,2,4,-2,1,3,-2,1,1,0,0,0,0,0,0.3333333333333333,0.4
15,5,3,1,11250,16600,-5350,0,0,2,12,-10,1,4,-3,1,4,-3,1,1,0,0,0,0,0,0.2,0.5
15,6,3,1,11250,16600,-5350,0,0,2,12,-10,0,4,-4,1,5,-4,1,1,0,0,0,0,0,0.0,0.6
1,1,6,1,0,0,0,0,0,13,1,12,4,5,-1,0,1,-1,0,1,0,0,1,1,0,0.4444444444444444,0.1
1,2,6,1,0,0,0,0,0,13,1,12,4,4,0,1,1,0,1,1,0,0,1,1,0,0.5,0.2
1,3,6,1,0,0,0,0,0,13,1,12,4,3,1,2,1,1,1,1,0,0,1,1,0,0.5714285714285714,0.3
1,4,6,1,0,0,0,0,0,13,1,12,3,3,0,2,2,0,1,1,0,0,1,1,0,0.5,0.4
1,5,6,1,0,0,0,0,0,13,1,12,2,3,-1,2,3,-1,1,1,0,0,1,1,0,0.4,0.5
1,6,6,1,0,0,0,0,0,13,1,12,2,2,0,3,3,0,1,1,0,0,1,1,0,0.5,0.6
1,7,6,1,0,0,0,0,0,13,1,12,2,1,1,4,3,1,1,1,0,0,1,1,0,0.6666666666666666,0.7
1,8,6,1,0,0,0,0,0,13,1,12,1,1,0,4,4,0,1,1,0,0,1,1,0,0.5,0.8
1,9,6,1,0,0,0,0,0,13,1,12,0,1,-1,4,5,-1,1,1,0,0,1,1,0,0.0,0.9
3,1,6,1,10600,17950,-7350,0,0,0,2,-2,5,4,1,1,0,1,0,0,0,0,0,0,0,0.5555555555555556,0.1
3,2,6,1,10600,17950,-7350,0,0,0,2,-2,4,4,0,1,1,0,0,0,0,0,0,0,0,0.5,0.2
3,3,6,1,10600,17950,-7350,0,0,0,2,-2,3,4,-1,1,2,-1,0,0,0,0,0,0,0,0.42857142857142855,0.3
3,4,6,1,10600,17950,-7350,0,0,0,2,-2,2,4,-2,1,3,-2,0,0,0,0,0,0,0,0.3333333333333333,0.4
3,5,6,1,10600,17950,-7350,0,0,0,2,-2,2,3,-1,2,3,-1,0,0,0,0,0,0,0,0.4,0.5
3,6,6,1,10600,17950,-7350,0,0,0,2,-2,1,3,-2,2,4,-2,0,0,0,0,0,0,0,0.25,0.6
4,1,6,1,2350,24050,-21700,0,0,0,3,-3,5,4,1,1,0,1,0,0,0,1,1,0,0,0.5555555555555556,0.1
4,2,6,1,2350,24050,-21700,0,0,0,3,-3,5,3,2,2,0,2,1,0,0,1,1,0,0,0.625,0.2
4,3,6,1,2350,24050,-21700,0,0,0,3,-3,5,2,3,3,0,3,1,0,0,1,1,0,0,0.7142857142857143,0.3
4,4,6,1,2350,24050,-21700,0,0,0,3,-3,5,1,4,4,0,4,1,0,0,1,1,0,0,0.8333333333333334,0.4
4,5,6,1,2350,24050,-21700,0,0,0,3,-3,4,1,3,4,1,3,1,0,0,1,1,0,0,0.8,0.5
4,6,6,1,2350,24050,-21700,0,0,0,3,-3,3,1,2,4,2,2,1,0,0,1,1,0,0,0.75,0.6
4,7,6,1,2350,24050,-21700,0,0,0,3,-3,2,1,1,4,3,1,1,0,0,1,1,0,0,0.6666666666666666,0.7
4,8,6,1,2350,24050,-21700,0,0,0,3,-3,1,1,0,4,4,0,1,0,0,1,1,0,0,0.5,0.8
5,1,6,1,16500,32950,-16450,1,3,1,3,-2,5,4,1,1,0,1,0,1,0,1,0,0,-2,0.5555555555555556,0.1
5,2,6,1,16500,32950,-16450,1,3,1,3,-2,5,3,2,2,0,2,1,1,0,1,0,0,-2,0.625,0.2
5,3,6,1,16500,32950,-16450,1,3,1,3,-2,5,2,3,3,0,3,1,1,0,1,0,0,-2,0.7142857142857143,0.3
5,4,6,1,16500,32950,-16450,1,3,1,3,-2,5,1,4,4,0,4,1,1,0,1,0,0,-2,0.8333333333333334,0.4
5,5,6,1,16500,32950,-16450,1,3,1,3,-2,4,1,3,4,1,3,1,1,0,1,0,0,-2,0.8,0.5
6,1,6,1,17800,29500,-11700,3,2,2,3,-1,5,4,1,1,0,1,0,1,0,1,0,0,1,0.5555555555555556,0.1
6,2,6,1,17800,29500,-11700,3,2,2,3,-1,5,3,2,2,0,2,1,1,0,1,0,0,1,0.625,0.2
6,3,6,1,17800,29500,-11700,3,2,2,3,-1,4,3,1,2,1,1,1,1,0,1,0,0,1,0.5714285714285714,0.3
6,4,6,1,17800,29500,-11700,3,2,2,3,-1,4,2,2,3,1,2,1,1,0,1,0,0,1,0.6666666666666666,0.4
6,5,6,1,17800,29500,-11700,3,2,2,3,-1,4,1,3,4,1,3,1,1,0,1,0,0,1,0.8,0.5
6,6,6,1,17800,29500,-11700,3,2,2,3,-1,3,1,2,4,2,2,1,1,0,1,0,0,1,0.75,0.6
6,7,6,1,17800,29500,-11700,3,2,2,3,-1,2,1,1,4,3,1,1,1,0,1,0,0,1,0.6666666666666666,0.7
7,1,6,1,27950,24550,3400,3,2,3,3,0,5,4,1,1,0,1,0,1,1,1,0,0,1,0.5555555555555556,0.1
7,2,6,1,27950,24550,3400,3,2,3,3,0,5,3,2,2,0,2,1,1,1,1,0,0,1,0.625,0.2
7,3,6,1,27950,24550,3400,3,2,3,3,0,5,2,3,3,0,3,1,1,1,1,0,0,1,0.7142857142857143,0.3
7,4,6,1,27950,24550,3400,3,2,3,3,0,4,2,2,3,1,2,1,1,1,1,0,0,1,0.6666666666666666,0.4
7,5,6,1,27950,24550,3400,3,2,3,3,0,4,1,3,4,1,3,1,1,1,1,0,0,1,0.8,0.5
7,6,6,1,27950,24550,3400,3,2,3,3,0,3,1,2,4,2,2,1,1,1,1,0,0,1,0.75,0.6
7,7,6,1,27950,24550,3400,3,2,3,3,0,2,1,1,4,3,1,1,1,1,1,0,0,1,0.6666666666666666,0.7
7,8,6,1,27950,24550,3400,3,2,3,3,0,2,0,2,5,3,2,1,1,1,1,0,0,1,1.0,0.8
7,9,6,1,27950,24550,3400,3,2,3,3,0,1,0,1,5,4,1,1,1,1,1,0,0,1,1.0,0.9
8,1,6,1,24900,22300,2600,3,2,4,3,1,4,5,-1,0,1,-1,0,1,1,1,0,0,1,0.4444444444444444,0.1
8,2,6,1,24900,22300,2600,3,2,4,3,1,3,5,-2,0,2,-2,1,1,1,1,0,0,1,0.375,0.2
8,3,6,1,24900,22300,2600,3,2,4,3,1,3,4,-1,1,2,-1,1,1,1,1,0,0,1,0.42857142857142855,0.3
8,4,6,1,24900,22300,2600,3,2,4,3,1,2,4,-2,1,3,-2,1,1,1,1,0,0,1,0.3333333333333333,0.4
8,5,6,1,24900,22300,2600,3,2,4,3,1,2,3,-1,2,3,-1,1,1,1,1,0,0,1,0.4,0.5
8,6,6,1,24900,22300,2600,3,2,4,3,1,2,2,0,3,3,0,1,1,1,1,0,0,1,0.5,0.6
8,7,6,1,24900,22300,2600,3,2,4,3,1,2,1,1,4,3,1,1,1,1,1,0,0,1,0.6666666666666666,0.7
8,8,6,1,24900,22300,2600,3,2,4,3,1,1,1,0,4,4,0,1,1,1,1,0,0,1,0.5,0.8
8,9,6,1,24900,22300,2600,3,2,4,3,1,0,1,-1,4,5,-1,1,1,1,1,0,0,1,0.0,0.9
9,1,6,1,26850,21500,5350,1,3,4,4,0,5,4,1,1,0,1,0,0,1,1,0,0,-2,0.5555555555555556,0.1
9,2,6,1,26850,21500,5350,1,3,4,4,0,4,4,0,1,1,0,0,0,1,1,0,0,-2,0.5,0.2
9,3,6,1,26850,21500,5350,1,3,4,4,0,3,4,-1,1,2,-1,0,0,1,1,0,0,-2,0.42857142857142855,0.3
9,4,6,1,26850,21500,5350,1,3,4,4,0,3,3,0,2,2,0,0,0,1,1,0,0,-2,0.5,0.4
9,5,6,1,26850,21500,5350,1,3,4,4,0,3,2,1,3,2,1,0,0,1,1,0,0,-2,0.6,0.5
9,6,6,1,26850,21500,5350,1,3,4,4,0,2,2,0,3,3,0,0,0,1,1,0,0,-2,0.5,0.6
9,7,6,1,26850,21500,5350,1,3,4,4,0,1,2,-1,3,4,-1,0,0,1,1,0,0,-2,0.3333333333333333,0.7
10,1,6,1,10400,22350,-11950,2,4,4,5,-1,4,5,-1,0,1,-1,0,0,0,1,0,0,-2,0.4444444444444444,0.1
10,2,6,1,10400,22350,-11950,2,4,4,5,-1,3,5,-2,0,2,-2,0,0,0,1,0,0,-2,0.375,0.2
10,3,6,1,10400,22350,-11950,2,4,4,5,-1,2,5,-3,0,3,-3,0,0,0,1,0,0,-2,0.2857142857142857,0.3
10,4,6,1,10400,22350,-11950,2,4,4,5,-1,2,4,-2,1,3,-2,0,0,0,1,0,0,-2,0.3333333333333333,0.4
10,5,6,1,10400,22350,-11950,2,4,4,5,-1,1,4,-3,1,4,-3,0,0,0,1,0,0,-2,0.2,0.5
11,1,6,1,5700,22250,-16550,2,3,4,6,-2,4,5,-1,0,1,-1,0,0,0,1,1,0,-1,0.4444444444444444,0.1
11,2,6,1,5700,22250,-16550,2,3,4,6,-2,3,5,-2,0,2,-2,0,0,0,1,1,0,-1,0.375,0.2
11,3,6,1,5700,22250,-16550,2,3,4,6,-2,3,4,-1,1,2,-1,0,0,0,1,1,0,-1,0.42857142857142855,0.3
11,4,6,1,5700,22250,-16550,2,3,4,6,-2,3,3,0,2,2,0,0,0,0,1,1,0,-1,0.5,0.4
11,5,6,1,5700,22250,-16550,2,3,4,6,-2,2,3,-1,2,3,-1,0,0,0,1,1,0,-1,0.4,0.5
11,6,6,1,5700,22250,-16550,2,3,4,6,-2,1,3,-2,2,4,-2,0,0,0,1,1,0,-1,0.25,0.6
11,7,6,1,5700,22250,-16550,2,3,4,6,-2,0,3,-3,2,5,-3,0,0,0,1,1,0,-1,0.0,0.7
11,8,6,1,5700,22250,-16550,2,3,4,6,-2,0,2,-2,3,5,-2,0,0,0,1,1,0,-1,0.0,0.8
12,1,6,1,2450,28200,-25750,1,0,4,7,-3,5,4,1,1,0,1,0,0,0,1,1,0,1,0.5555555555555556,0.1
12,2,6,1,2450,28200,-25750,1,0,4,7,-3,5,3,2,2,0,2,1,0,0,1,1,0,1,0.625,0.2
12,3,6,1,2450,28200,-25750,1,0,4,7,-3,4,3,1,2,1,1,1,0,0,1,1,0,1,0.5714285714285714,0.3
12,4,6,1,2450,28200,-25750,1,0,4,7,-3,4,2,2,3,1,2,1,0,0,1,1,0,1,0.6666666666666666,0.4
12,5,6,1,2450,28200,-25750,1,0,4,7,-3,4,1,3,4,1,3,1,0,0,1,1,0,1,0.8,0.5
13,1,6,0,37350,2400,34950,0,1,5,7,-2,5,4,1,1,0,1,0,1,1,0,0,1,-1,0.5555555555555556,0.1
13,2,6,0,37350,2400,34950,0,1,5,7,-2,5,3,2,2,0,2,1,1,1,0,0,1,-1,0.625,0.2
13,3,6,0,37350,2400,34950,0,1,5,7,-2,4,3,1,2,1,1,1,1,1,0,0,1,-1,0.5714285714285714,0.3
13,4,6,0,37350,2400,34950,0,1,5,7,-2,4,2,2,3,1,2,1,1,1,0,0,1,-1,0.6666666666666666,0.4
13,5,6,0,37350,2400,34950,0,1,5,7,-2,4,1,3,4,1,3,1,1,1,0,0,1,-1,0.8,0.5
13,6,6,0,37350,2400,34950,0,1,5,7,-2,3,1,2,4,2,2,1,1,1,0,0,1,-1,0.75,0.6
14,1,6,0,4000,10250,-6250,0,0,5,8,-3,5,4,1,1,0,1,0,0,0,0,1,0,0,0.5555555555555556,0.1
14,2,6,0,4000,10250,-6250,0,0,5,8,-3,4,4,0,1,1,0,0,0,0,0,1,0,0,0.5,0.2
14,3,6,0,4000,10250,-6250,0,0,5,8,-3,3,4,-1,1,2,-1,0,0,0,0,1,0,0,0.42857142857142855,0.3
14,4,6,0,4000,10250,-6250,0,0,5,8,-3,2,4,-2,1,3,-2,0,0,0,0,1,0,0,0.3333333333333333,0.4
14,5,6,0,4000,10250,-6250,0,0,5,8,-3,1,4,-3,1,4,-3,0,0,0,0,1,0,0,0.2,0.5
14,6,6,0,4000,10250,-6250,0,0,5,8,-3,0,4,-4,1,5,-4,0,0,0,0,1,0,0,0.0,0.6
15,1,6,0,19050,16200,2850,0,1,6,8,-2,4,5,-1,0,1,-1,0,1,0,0,0,0,-1,0.4444444444444444,0.1
15,2,6,0,19050,16200,2850,0,1,6,8,-2,4,4,0,1,1,0,0,1,0,0,0,0,-1,0.5,0.2
15,3,6,0,19050,16200,2850,0,1,6,8,-2,3,4,-1,1,2,-1,0,1,0,0,0,0,-1,0.42857142857142855,0.3
15,4,6,0,19050,16200,2850,0,1,6,8,-2,2,4,-2,1,3,-2,0,1,0,0,0,0,-1,0.3333333333333333,0.4
15,5,6,0,19050,16200,2850,0,1,6,8,-2,1,4,-3,1,4,-3,0,1,0,0,0,0,-1,0.2,0.5
16,1,6,0,18100,10900,7200,0,1,7,8,-1,4,5,-1,0,1,-1,0,1,0,0,0,0,-1,0.4444444444444444,0.1
16,2,6,0,18100,10900,7200,0,1,7,8,-1,3,5,-2,0,2,-2,0,1,0,0,0,0,-1,0.375,0.2
16,3,6,0,18100,10900,7200,0,1,7,8,-1,3,4,-1,1,2,-1,0,1,0,0,0,0,-1,0.42857142857142855,0.3
16,4,6,0,18100,10900,7200,0,1,7,8,-1,2,4,-2,1,3,-2,0,1,0,0,0,0,-1,0.3333333333333333,0.4
16,5,6,0,18100,10900,7200,0,1,7,8,-1,2,3,-1,2,3,-1,0,1,0,0,0,0,-1,0.4,0.5
16,6,6,0,18100,10900,7200,0,1,7,8,-1,1,3,-2,2,4,-2,0,1,0,0,0,0,-1,0.25,0.6
17,1,6,0,16250,32900,-16650,1,1,8,8,0,4,5,-1,0,1,-1,0,1,0,1,0,0,0,0.4444444444444444,0.1
17,2,6,0,16250,32900,-16650,1,1,8,8,0,3,5,-2,0,2,-2,1,1,0,1,0,0,0,0.375,0.2
17,3,6,0,16250,32900,-16650,1,1,8,8,0,3,4,-1,1,2,-1,1,1,0,1,0,0,0,0.42857142857142855,0.3
17,4,6,0,16250,32900,-16650,1,1,8,8,0,3,3,0,2,2,0,1,1,0,1,0,0,0,0.5,0.4
17,5,6,0,16250,32900,-16650,1,1,8,8,0,3,2,1,3,2,1,1,1,0,1,0,0,0,0.6,0.5
17,6,6,0,16250,32900,-16650,1,1,8,8,0,3,1,2,4,2,2,1,1,0,1,0,0,0,0.75,0.6
17,7,6,0,16250,32900,-16650,1,1,8,8,0,3,0,3,5,2,3,1,1,0,1,0,0,0,1.0,0.7
18,1,6,0,17500,25700,-8200,2,1,8,9,-1,4,5,-1,0,1,-1,0,0,0,1,0,0,1,0.4444444444444444,0.1
18,2,6,0,17500,25700,-8200,2,1,8,9,-1,3,5,-2,0,2,-2,0,0,0,1,0,0,1,0.375,0.2
18,3,6,0,17500,25700,-8200,2,1,8,9,-1,3,4,-1,1,2,-1,0,0,0,1,0,0,1,0.42857142857142855,0.3
18,4,6,0,17500,25700,-8200,2,1,8,9,-1,2,4,-2,1,3,-2,0,0,0,1,0,0,1,0.3333333333333333,0.4
18,5,6,0,17500,25700,-8200,2,1,8,9,-1,1,4,-3,1,4,-3,0,0,0,1,0,0,1,0.2,0.5
19,1,6,0,19700,26250,-6550,0,2,9,9,0,5,4,1,1,0,1,0,1,1,1,0,0,-2,0.5555555555555556,0.1
19,2,6,0,19700,26250,-6550,0,2,9,9,0,4,4,0,1,1,0,0,1,1,1,0,0,-2,0.5,0.2
19,3,6,0,19700,26250,-6550,0,2,9,9,0,3,4,-1,1,2,-1,0,1,1,1,0,0,-2,0.42857142857142855,0.3
19,4,6,0,19700,26250,-6550,0,2,9,9,0,2,4,-2,1,3,-2,0,1,1,1,0,0,-2,0.3333333333333333,0.4
19,5,6,0,19700,26250,-6550,0,2,9,9,0,2,3,-1,2,3,-1,0,1,1,1,0,0,-2,0.4,0.5
19,6,6,0,19700,26250,-6550,0,2,9,9,0,1,3,-2,2,4,-2,0,1,1,1,0,0,-2,0.25,0.6
20,1,6,0,22650,30550,-7900,1,2,10,9,1,4,5,-1,0,1,-1,0,1,1,1,0,0,-1,0.4444444444444444,0.1
20,2,6,0,22650,30550,-7900,1,2,10,9,1,3,5,-2,0,2,-2,0,1,1,1,0,0,-1,0.375,0.2
20,3,6,0,22650,30550,-7900,1,2,10,9,1,3,4,-1,1,2,-1,0,1,1,1,0,0,-1,0.42857142857142855,0.3
20,4,6,0,22650,30550,-7900,1,2,10,9,1,3,3,0,2,2,0,0,1,1,1,0,0,-1,0.5,0.4
20,5,6,0,22650,30550,-7900,1,2,10,9,1,2,3,-1,2,3,-1,0,1,1,1,0,0,-1,0.4,0.5
20,6,6,0,22650,30550,-7900,1,2,10,9,1,1,3,-2,2,4,-2,0,1,1,1,0,0,-1,0.25,0.6
20,7,6,0,22650,30550,-7900,1,2,10,9,1,1,2,-1,3,4,-1,0,1,1,1,0,0,-1,0.3333333333333333,0.7
20,8,6,0,22650,30550,-7900,1,2,10,9,1,1,1,0,4,4,0,0,1,1,1,0,0,-1,0.5,0.8
21,1,6,0,16300,31200,-14900,2,2,11,9,2,5,4,1,1,0,1,0,1,0,1,0,0,0,0.5555555555555556,0.1
21,2,6,0,16300,31200,-14900,2,2,11,9,2,5,3,2,2,0,2,1,1,0,1,0,0,0,0.625,0.2
21,3,6,0,16300,31200,-14900,2,2,11,9,2,5,2,3,3,0,3,1,1,0,1,0,0,0,0.7142857142857143,0.3
22,1,6,0,18100,20700,-2600,1,4,11,10,1,5,4,1,1,0,1,0,0,0,1,0,0,-3,0.5555555555555556,0.1
22,2,6,0,18100,20700,-2600,1,4,11,10,1,4,4,0,1,1,0,1,0,0,1,0,0,-3,0.5,0.2
22,3,6,0,18100,20700,-2600,1,4,11,10,1,4,3,1,2,1,1,1,0,0,1,0,0,-3,0.5714285714285714,0.3
