round_number,kill_index,map,local_team_side,att_money,def_money,economy_diff,att_ults_ready,def_ults_ready,score_won,score_lost,score_diff,att_alive,def_alive,alive_diff,att_kills,def_kills,kill_diff,spike_planted,winner,att_full_buy,def_full_buy,att_eco,def_eco,ult_adv,alive_ratio,kill_progress
10,2,3,0,16150,40750,-24600,2,1,7,2,5,3,5,-2,0,2,-2,0,1,0,1,0,0,1,0.375,0.2
10,3,3,0,16150,40750,-24600,2,1,7,2,5,2,5,-3,0,3,-3,0,1,0,1,0,0,1,0.2857142857142857,0.3
10,4,3,0,16150,40750,-24600,2,1,7,2,5,1,5,-4,0,4,-4,0,1,0,1,0,0,1,0.16666666666666666,0.4
10,5,3,0,16150,40750,-24600,2,1,7,2,5,1,4,-3,1,4,-3,0,1,0,1,0,0,1,0.2,0.5
10,6,3,0,16150,40750,-24600,2,1,8,2,6,0,4,-4,1,5,-4,0,1,0,1,0,0,1,0.0,0.6
12,1,3,0,16350,36400,-20050,4,2,9,2,7,4,5,-1,0,1,-1,0,1,0,1,0,0,2,0.4444444444444444,0.1
12,2,3,0,16350,36400,-20050,4,2,9,2,7,3,5,-2,0,2,-2,0,1,0,1,0,0,2,0.375,0.2
12,3,3,0,16350,36400,-20050,4,2,9,2,7,2,5,-3,0,3,-3,0,1,0,1,0,0,2,0.2857142857142857,0.3
12,4,3,0,16350,36400,-20050,4,2,9,2,7,1,5,-4,0,4,-4,0,1,0,1,0,0,2,0.16666666666666666,0.4
13,1,3,1,26600,15250,11350,3,3,10,2,8,4,5,-1,0,1,-1,0,1,1,0,0,0,0,0.4444444444444444,0.1
13,2,3,1,26600,15250,11350,3,3,10,2,8,4,4,0,1,1,0,1,1,1,0,0,0,0,0.5,0.2
13,3,3,1,26600,15250,11350,3,3,10,2,8,4,3,1,2,1,1,1,1,1,0,0,0,0,0.5714285714285714,0.3
13,4,3,1,26600,15250,11350,3,3,10,2,8,3,3,0,2,2,0,1,1,1,0,0,0,0,0.5,0.4
13,5,3,1,26600,15250,11350,3,3,10,2,8,2,3,-1,2,3,-1,1,1,1,0,0,0,0,0.4,0.5
13,6,3,1,26600,15250,11350,3,3,10,2,8,2,2,0,3,3,0,1,1,1,0,0,0,0,0.5,0.6
13,7,3,1,26600,15250,11350,3,3,10,2,8,2,1,1,4,3,1,1,1,1,0,0,0,0,0.6666666666666666,0.7
13,8,3,1,26600,15250,11350,3,3,10,2,8,2,0,2,5,3,2,1,1,1,0,0,0,0,1.0,0.8
14,1,3,1,16250,4000,12250,1,0,11,2,9,5,4,1,1,0,1,0,1,0,0,0,1,1,0.5555555555555556,0.1
14,2,3,1,16250,4000,12250,1,0,11,2,9,5,3,2,2,0,2,1,1,0,0,0,1,1,0.625,0.2
14,3,3,1,16250,4000,12250,1,0,11,2,9,5,2,3,3,0,3,1,1,0,0,0,1,1,0.7142857142857143,0.3
14,4,3,1,16250,4000,12250,1,0,11,2,9,5,1,4,4,0,4,1,1,0,0,0,1,1,0.8333333333333334,0.4
15,1,3,1,19350,10950,8400,1,0,12,2,10,4,5,-1,0,1,-1,0,1,0,0,0,0,1,0.4444444444444444,0.1
15,2,3,1,19350,10950,8400,1,0,12,2,10,3,5,-2,0,2,-2,0,1,0,0,0,0,1,0.375,0.2
15,3,3,1,19350,10950,8400,1,0,12,2,10,3,4,-1,1,2,-1,0,1,0,0,0,0,1,0.42857142857142855,0.3
15,4,3,1,19350,10950,8400,1,0,12,2,10,3,3,0,2,2,0,0,1,0,0,0,0,1,0.5,0.4
15,5,3,1,19350,10950,8400,1,0,12,2,10,2,3,-1,2,3,-1,0,1,0,0,0,0,1,0.4,0.5
15,6,3,1,19350,10950,8400,1,0,12,2,10,2,2,0,3,3,0,0,1,0,0,0,0,1,0.5,0.6
16,1,3,1,16050,16900,-850,3,0,12,3,9,5,4,1,1,0,1,0,0,0,0,0,0,3,0.5555555555555556,0.1
16,2,3,1,16050,16900,-850,3,0,12,3,9,4,4,0,1,1,0,1,0,0,0,0,0,3,0.5,0.2
16,3,3,1,16050,16900,-850,3,0,12,3,9,3,4,-1,1,2,-1,1,0,0,0,0,0,3,0.42857142857142855,0.3
16,4,3,1,16050,16900,-850,3,0,12,3,9,3,3,0,2,2,0,1,0,0,0,0,0,3,0.5,0.4
16,5,3,1,16050,16900,-850,3,0,12,3,9,3,2,1,3,2,1,1,0,0,0,0,0,3,0.6,0.5
16,6,3,1,16050,16900,-850,3,0,12,3,9,3,1,2,4,2,2,1,0,0,0,0,0,3,0.75,0.6
16,7,3,1,16050,16900,-850,3,0,12,3,9,2,1,1,4,3,1,1,0,0,0,0,0,3,0.6666666666666666,0.7
16,8,3,1,16050,16900,-850,3,0,12,3,9,1,1,0,4,4,0,1,0,0,0,0,0,3,0.5,0.8
2,1,0,1,11700,4000,7700,0,0,1,0,1,4,5,-1,0,1,-1,0,1,0,0,0,1,0,0.4444444444444444,0.1
2,2,0,1,11700,4000,7700,0,0,1,0,1,4,4,0,1,1,0,1,1,0,0,0,1,0,0.5,0.2
2,3,0,1,11700,4000,7700,0,0,1,0,1,3,4,-1,1,2,-1,1,1,0,0,0,1,0,0.42857142857142855,0.3
2,4,0,1,11700,4000,7700,0,0,1,0,1,3,3,0,2,2,0,1,1,0,0,0,1,0,0.5,0.4
2,5,0,1,11700,4000,7700,0,0,1,0,1,3,2,1,3,2,1,1,1,0,0,0,1,0,0.6,0.5
2,6,0,1,11700,4000,7700,0,0,1,0,1,3,1,2,4,2,2,1,1,0,0,0,1,0,0.75,0.6
3,1,0,1,20200,10800,9400,0,0,2,0,2,4,5,-1,0,1,-1,0,1,1,0,0,0,0,0.4444444444444444,0.1
3,2,0,1,20200,10800,9400,0,0,2,0,2,3,5,-2,0,2,-2,0,1,1,0,0,0,0,0.375,0.2
3,3,0,1,20200,10800,9400,0,0,2,0,2,2,5,-3,0,3,-3,0,1,1,0,0,0,0,0.2857142857142857,0.3
3,4,0,1,20200,10800,9400,0,0,2,0,2,1,5,-4,0,4,-4,0,1,1,0,0,0,0,0.16666666666666666,0.4
4,1,0,1,15150,13000,2150,2,1,2,1,1,4,5,-1,0,1,-1,0,0,0,0,0,0,1,0.4444444444444444,0.1
4,2,0,1,15150,13000,2150,2,1,2,1,1,3,5,-2,0,2,-2,0,0,0,0,0,0,1,0.375,0.2
4,3,0,1,15150,13000,2150,2,1,2,1,1,2,5,-3,0,3,-3,0,0,0,0,0,0,1,0.2857142857142857,0.3
4,4,0,1,15150,13000,2150,2,1,2,1,1,2,4,-2,1,3,-2,0,0,0,0,0,0,1,0.3333333333333333,0.4
4,5,0,1,15150,13000,2150,2,1,2,1,1,2,3,-1,2,3,-1,0,0,0,0,0,0,1,0.4,0.5
4,6,0,1,15150,13000,2150,2,1,2,1,1,1,3,-2,2,4,-2,0,0,0,0,0,0,1,0.25,0.6
5,1,0,1,20050,16650,3400,2,0,2,2,0,4,5,-1,0,1,-1,0,0,1,0,0,0,2,0.4444444444444444,0.1
5,2,0,1,20050,16650,3400,2,0,2,2,0,3,5,-2,0,2,-2,0,0,1,0,0,0,2,0.375,0.2
5,3,0,1,20050,16650,3400,2,0,2,2,0,3,4,-1,1,2,-1,0,0,1,0,0,0,2,0.42857142857142855,0.3
5,4,0,1,20050,16650,3400,2,0,2,2,0,3,3,0,2,2,0,0,0,1,0,0,0,2,0.5,0.4
5,5,0,1,20050,16650,3400,2,0,2,2,0,2,3,-1,2,3,-1,0,0,1,0,0,0,2,0.4,0.5
5,6,0,1,20050,16650,3400,2,0,2,2,0,1,3,-2,2,4,-2,0,0,1,0,0,0,2,0.25,0.6
5,7,0,1,20050,16650,3400,2,0,2,2,0,1,2,-1,3,4,-1,0,0,1,0,0,0,2,0.3333333333333333,0.7
5,8,0,1,20050,16650,3400,2,0,2,2,0,0,2,-2,3,5,-2,0,0,1,0,0,0,2,0.0,0.8
6,1,0,1,5400,27650,-22250,2,2,2,3,-1,4,5,-1,0,1,-1,0,0,0,1,1,0,0,0.4444444444444444,0.1
6,2,0,1,5400,27650,-22250,2,2,2,3,-1,3,5,-2,0,2,-2,0,0,0,1,1,0,0,0.375,0.2
6,3,0,1,5400,27650,-22250,2,2,2,3,-1,3,4,-1,1,2,-1,0,0,0,1,1,0,0,0.42857142857142855,0.3
6,4,0,1,5400,27650,-22250,2,2,2,3,-1,2,4,-2,1,3,-2,0,0,0,1,1,0,0,0.3333333333333333,0.4
6,5,0,1,5400,27650,-22250,2,2,2,3,-1,2,3,-1,2,3,-1,0,0,0,1,1,0,0,0.4,0.5
6,6,0,1,5400,27650,-22250,2,2,2,3,-1,1,3,-2,2,4,-2,0,0,0,1,1,0,0,0.25,0.6
6,7,0,1,5400,27650,-22250,2,2,2,3,-1,0,3,-3,2,5,-3,0,0,0,1,1,0,0,0.0,0.7
7,1,0,1,14800,32900,-18100,3,3,2,4,-2,4,5,-1,0,1,-1,0,0,0,1,0,0,0,0.4444444444444444,0.1
7,2,0,1,14800,32900,-18100,3,3,2,4,-2,3,5,-2,0,2,-2,0,0,0,1,0,0,0,0.375,0.2
7,3,0,1,14800,32900,-18100,3,3,2,4,-2,2,5,-3,0,3,-3,0,0,0,1,0,0,0,0.2857142857142857,0.3
7,4,0,1,14800,32900,-18100,3,3,2,4,-2,1,5,-4,0,4,-4,0,0,0,1,0,0,0,0.16666666666666666,0.4
7,5,0,1,14800,32900,-18100,3,3,2,4,-2,1,4,-3,1,4,-3,0,0,0,1,0,0,0,0.2,0.5
8,1,0,1,9000,36750,-27750,4,4,2,5,-3,5,4,1,1,0,1,0,0,0,1,1,0,0,0.5555555555555556,0.1
8,2,0,1,9000,36750,-27750,4,4,2,5,-3,4,4,0,1,1,0,1,0,0,1,1,0,0,0.5,0.2
8,3,0,1,9000,36750,-27750,4,4,2,5,-3,3,4,-1,1,2,-1,1,0,0,1,1,0,0,0.42857142857142855,0.3
8,4,0,1,9000,36750,-27750,4,4,2,5,-3,3,3,0,2,2,0,1,0,0,1,1,0,0,0.5,0.4
8,5,0,1,9000,36750,-27750,4,4,2,5,-3,2,3,-1,2,3,-1,1,0,0,1,1,0,0,0.4,0.5
8,6,0,1,9000,36750,-27750,4,4,2,5,-3,1,3,-2,2,4,-2,1,0,0,1,1,0,0,0.25,0.6
8,7,0,1,9000,36750,-27750,4,4,2,5,-3,0,3,-3,2,5,-3,1,0,0,1,1,0,0,0.0,0.7
8,8,0,1,9000,36750,-27750,4,4,2,5,-3,0,2,-2,3,5,-2,1,0,0,1,1,0,0,0.0,0.8
9,1,0,1,19250,39900,-20650,3,2,2,6,-4,5,4,1,1,0,1,0,0,0,1,0,0,1,0.5555555555555556,0.1
9,2,0,1,19250,39900,-20650,3,2,2,6,-4,5,3,2,2,0,2,1,0,0,1,0,0,1,0.625,0.2
9,3,0,1,19250,39900,-20650,3,2,2,6,-4,4,3,1,2,1,1,1,0,0,1,0,0,1,0.5714285714285714,0.3
9,4,0,1,19250,39900,-20650,3,2,2,6,-4,3,3,0,2,2,0,1,0,0,1,0,0,1,0.5,0.4
9,5,0,1,19250,39900,-20650,3,2,2,6,-4,3,2,1,3,2,1,1,0,0,1,0,0,1,0.6,0.5
9,6,0,1,19250,39900,-20650,3,2,2,6,-4,3,1,2,4,2,2,1,0,0,1,0,0,1,0.75,0.6
9,7,0,1,19250,39900,-20650,3,2,2,6,-4,3,0,3,5,2,3,1,0,0,1,0,0,1,1.0,0.7
10,1,0,1,12700,42900,-30200,2,2,3,6,-3,4,5,-1,0,1,-1,0,1,0,1,0,0,0,0.4444444444444444,0.1
10,2,0,1,12700,42900,-30200,2,2,3,6,-3,4,4,0,1,1,0,1,1,0,1,0,0,0,0.5,0.2
10,3,0,1,12700,42900,-30200,2,2,3,6,-3,3,4,-1,1,2,-1,1,1,0,1,0,0,0,0.42857142857142855,0.3
10,4,0,1,12700,42900,-30200,2,2,3,6,-3,3,3,0,2,2,0,1,1,0,1,0,0,0,0.5,0.4
10,5,0,1,12700,42900,-30200,2,2,3,6,-3,3,2,1,3,2,1,1,1,0,1,0,0,0,0.6,0.5
10,6,0,1,12700,42900,-30200,2,2,3,6,-3,3,1,2,4,2,2,1,1,0,1,0,0,0,0.75,0.6
10,7,0,1,12700,42900,-30200,2,2,3,6,-3,3,0,3,5,2,3,1,1,0,1,0,0,0,1.0,0.7
11,1,0,1,24200,37500,-13300,2,2,4,6,-2,5,4,1,1,0,1,0,1,1,1,0,0,0,0.5555555555555556,0.1
11,2,0,1,24200,37500,-13300,2,2,4,6,-2,4,4,0,1,1,0,1,1,1,1,0,0,0,0.5,0.2
11,3,0,1,24200,37500,-13300,2,2,4,6,-2,4,3,1,2,1,1,1,1,1,1,0,0,0,0.5714285714285714,0.3
11,4,0,1,24200,37500,-13300,2,2,4,6,-2,3,3,0,2,2,0,1,1,1,1,0,0,0,0.5,0.4
11,5,0,1,24200,37500,-13300,2,2,4,6,-2,3,2,1,3,2,1,1,1,1,1,0,0,0,0.6,0.5
11,6,0,1,24200,37500,-13300,2,2,4,6,-2,2,2,0,3,3,0,1,1,1,1,0,0,0,0.5,0.6
11,7,0,1,24200,37500,-13300,2,2,4,6,-2,2,1,1,4,3,1,1,1,1,1,0,0,0,0.6666666666666666,0.7
11,8,0,1,24200,37500,-13300,2,2,4,6,-2,2,0,2,5,3,2,1,1,1,1,0,0,0,1.0,0.8
12,1,0,1,27300,28200,-900,1,2,5,6,-1,4,5,-1,0,1,-1,0,1,1,1,0,0,-1,0.4444444444444444,0.1
12,2,0,1,27300,28200,-900,1,2,5,6,-1,3,5,-2,0,2,-2,0,1,1,1,0,0,-1,0.375,0.2
12,3,0,1,27300,28200,-900,1,2,5,6,-1,3,4,-1,1,2,-1,0,1,1,1,0,0,-1,0.42857142857142855,0.3
12,4,0,1,27300,28200,-900,1,2,5,6,-1,3,3,0,2,2,0,0,1,1,1,0,0,-1,0.5,0.4
12,5,0,1,27300,28200,-900,1,2,5,6,-1,2,3,-1,2,3,-1,0,1,1,1,0,0,-1,0.4,0.5
12,6,0,1,27300,28200,-900,1,2,5,6,-1,1,3,-2,2,4,-2,0,1,1,1,0,0,-1,0.25,0.6
12,7,0,1,27300,28200,-900,1,2,5,6,-1,0,3,-3,2,5,-3,0,1,1,1,0,0,-1,0.0,0.7
13,1,0,0,24550,21300,3250,2,3,5,7,-2,4,5,-1,0,1,-1,0,0,1,1,0,0,-1,0.4444444444444444,0.1
13,2,0,0,24550,21300,3250,2,3,5,7,-2,4,4,0,1,1,0,1,0,1,1,0,0,-1,0.5,0.2
13,3,0,0,24550,21300,3250,2,3,5,7,-2,3,4,-1,1,2,-1,1,0,1,1,0,0,-1,0.42857142857142855,0.3
13,4,0,0,24550,21300,3250,2,3,5,7,-2,3,3,0,2,2,0,1,0,1,1,0,0,-1,0.5,0.4
13,5,0,0,24550,21300,3250,2,3,5,7,-2,2,3,-1,2,3,-1,1,0,1,1,0,0,-1,0.4,0.5
13,6,0,0,24550,21300,3250,2,3,5,7,-2,1,3,-2,2,4,-2,1,0,1,1,0,0,-1,0.25,0.6
13,7,0,0,24550,21300,3250,2,3,5,7,-2,1,2,-1,3,4,-1,1,0,1,1,0,0,-1,0.3333333333333333,0.7
13,8,0,0,24550,21300,3250,2,3,5,7,-2,0,2,-2,3,5,-2,1,0,1,1,0,0,-1,0.0,0.8
14,1,0,0,4000,7400,-3400,0,0,6,7,-1,5,4,1,1,0,1,0,1,0,0,1,1,0,0.5555555555555556,0.1
14,2,0,0,4000,7400,-3400,0,0,6,7,-1,4,4,0,1,1,0,0,1,0,0,1,1,0,0.5,0.2
14,3,0,0,4000,7400,-3400,0,0,6,7,-1,3,4,-1,1,2,-1,0,1,0,0,1,1,0,0.42857142857142855,0.3
14,4,0,0,4000,7400,-3400,0,0,6,7,-1,2,4,-2,1,3,-2,0,1,0,0,1,1,0,0.3333333333333333,0.4
14,5,0,0,4000,7400,-3400,0,0,6,7,-1,1,4,-3,1,4,-3,0,1,0,0,1,1,0,0.2,0.5
14,6,0,0,4000,7400,-3400,0,0,6,7,-1,1,3,-2,2,4,-2,0,1,0,0,1,1,0,0.25,0.6
15,1,0,0,12200,13250,-1050,0,1,7,7,0,4,5,-1,0,1,-1,0,1,0,0,0,0,-1,0.4444444444444444,0.1
15,2,0,0,12200,13250,-1050,0,1,7,7,0,3,5,-2,0,2,-2,0,1,0,0,0,0,-1,0.375,0.2
15,3,0,0,12200,13250,-1050,0,1,7,7,0,3,4,-1,1,2,-1,0,1,0,0,0,0,-1,0.42857142857142855,0.3
15,4,0,0,12200,13250,-1050,0,1,7,7,0,3,3,0,2,2,0,0,1,0,0,0,0,-1,0.5,0.4
15,5,0,0,12200,13250,-1050,0,1,7,7,0,3,2,1,3,2,1,0,1,0,0,0,0,-1,0.6,0.5
15,6,0,0,12200,13250,-1050,0,1,7,7,0,2,2,0,3,3,0,0,1,0,0,0,0,-1,0.5,0.6
15,7,0,0,12200,13250,-1050,0,1,7,7,0,2,1,1,4,3,1,0,1,0,0,0,0,-1,0.6666666666666666,0.7
15,8,0,0,12200,13250,-1050,0,1,7,7,0,1,1,0,4,4,0,0,1,0,0,0,0,-1,0.5,0.8
16,1,0,0,12650,18250,-5600,1,1,8,7,1,5,4,1,1,0,1,0,1,0,0,0,0,0,0.5555555555555556,0.1
16,2,0,0,12650,18250,-5600,1,1,8,7,1,4,4,0,1,1,0,0,1,0,0,0,0,0,0.5,0.2
16,3,0,0,12650,18250,-5600,1,1,8,7,1,4,3,1,2,1,1,0,1,0,0,0,0,0,0.5714285714285714,0.3
16,4,0,0,12650,18250,-5600,1,1,8,7,1,3,3,0,2,2,0,0,1,0,0,0,0,0,0.5,0.4
16,5,0,0,12650,18250,-5600,1,1,8,7,1,2,3,-1,2,3,-1,0,1,0,0,0,0,0,0.4,0.5
16,6,0,0,12650,18250,-5600,1,1,8,7,1,2,2,0,3,3,0,0,1,0,0,0,0,0,0.5,0.6
16,7,0,0,12650,18250,-5600,1,1,8,7,1,2,1,1,4,3,1,0,1,0,0,0,0,0,0.6666666666666666,0.7
16,8,0,0,12650,18250,-5600,1,1,8,7,1,1,1,0,4,4,0,0,1,0,0,0,0,0,0.5,0.8
17,1,0,0,15850,14550,1300,2,2,9,7,2,4,5,-1,0,1,-1,0,1,0,0,0,0,0,0.4444444444444444,0.1
17,2,0,0,15850,14550,1300,2,2,9,7,2,3,5,-2,0,2,-2,1,1,0,0,0,0,0,0.375,0.2
17,3,0,0,15850,14550,1300,2,2,9,7,2,3,4,-1,1,2,-1,1,1,0,0,0,0,0,0.42857142857142855,0.3
17,4,0,0,15850,14550,1300,2,2,9,7,2,2,4,-2,1,3,-2,1,1,0,0,0,0,0,0.3333333333333333,0.4
17,5,0,0,15850,14550,1300,2,2,9,7,2,2,3,-1,2,3,-1,1,1,0,0,0,0,0,0.4,0.5
17,6,0,0,15850,14550,1300,2,2,9,7,2,1,3,-2,2,4,-2,1,1,0,0,0,0,0,0.25,0.6
17,7,0,0,15850,14550,1300,2,2,9,7,2,0,3,-3,2,5,-3,1,1,0,0,0,0,0,0.0,0.7
17,8,0,0,15850,14550,1300,2,2,9,7,2,0,2,-2,3,5,-2,1,1,0,0,0,0,0,0.0,0.8
17,9,0,0,15850,14550,1300,2,2,9,7,2,0,1,-1,4,5,-1,1,1,0,0,0,0,0,0.0,0.9
17,10,0,0,15850,14550,1300,2,2,9,7,2,0,0,0,5,5,0,1,1,0,0,0,0,0,0.0,1.0
18,1,0,0,16300,10750,5550,4,1,9,8,1,4,5,-1,0,1,-1,0,0,0,0,0,0,3,0.4444444444444444,0.1
18,2,0,0,16300,10750,5550,4,1,9,8,1,4,4,0,1,1,0,0,0,0,0,0,0,3,0.5,0.2
18,3,0,0,16300,10750,5550,4,1,9,8,1,3,4,-1,1,2,-1,0,0,0,0,0,0,3,0.42857142857142855,0.3
18,4,0,0,16300,10750,5550,4,1,9,8,1,2,4,-2,1,3,-2,0,0,0,0,0,0,3,0.3333333333333333,0.4
18,5,0,0,16300,10750,5550,4,1,9,8,1,2,3,-1,2,3,-1,0,0,0,0,0,0,3,0.4,0.5
18,6,0,0,16300,10750,5550,4,1,9,8,1,1,3,-2,2,4,-2,0,0,0,0,0,0,3,0.25,0.6
19,1,0,0,19000,16400,2600,5,2,10,8,2,4,5,-1,0,1,-1,0,1,0,0,0,0,3,0.4444444444444444,0.1
19,2,0,0,19000,16400,2600,5,2,10,8,2,4,4,0,1,1,0,0,1,0,0,0,0,3,0.5,0.2
19,3,0,0,19000,16400,2600,5,2,10,8,2,3,4,-1,1,2,-1,0,1,0,0,0,0,3,0.42857142857142855,0.3
19,4,0,0,19000,16400,2600,5,2,10,8,2,2,4,-2,1,3,-2,0,1,0,0,0,0,3,0.3333333333333333,0.4
19,5,0,0,19000,16400,2600,5,2,10,8,2,2,3,-1,2,3,-1,0,1,0,0,0,0,3,0.4,0.5
19,6,0,0,19000,16400,2600,5,2,10,8,2,1,3,-2,2,4,-2,0,1,0,0,0,0,3,0.25,0.6
19,7,0,0,19000,16400,2600,5,2,10,8,2,1,2,-1,3,4,-1,0,1,0,0,0,0,3,0.3333333333333333,0.7
20,1,0,0,13100,18200,-5100,5,2,11,8,3,4,5,-1,0,1,-1,0,1,0,0,0,0,3,0.4444444444444444,0.1
20,2,0,0,13100,18200,-5100,5,2,11,8,3,4,4,0,1,1,0,1,1,0,0,0,0,3,0.5,0.2
20,3,0,0,13100,18200,-5100,5,2,11,8,3,4,3,1,2,1,1,1,1,0,0,0,0,3,0.5714285714285714,0.3
20,4,0,0,13100,18200,-5100,5,2,11,8,3,3,3,0,2,2,0,1,1,0,0,0,0,3,0.5,0.4
20,5,0,0,13100,18200,-5100,5,2,11,8,3,2,3,-1,2,3,-1,1,1,0,0,0,0,3,0.4,0.5
20,6,0,0,13100,18200,-5100,5,2,11,8,3,2,2,0,3,3,0,1,1,0,0,0,0,3,0.5,0.6
20,7,0,0,13100,18200,-5100,5,2,11,8,3,2,1,1,4,3,1,1,1,0,0,0,0,3,0.6666666666666666,0.7
20,8,0,0,13100,18200,-5100,5,2,11,8,3,2,0,2,5,3,2,1,1,0,0,0,0,3,1.0,0.8
21,1,0,0,14200,21400,-7200,4,0,11,9,2,5,4,1,1,0,1,0,0,0,1,0,0,4,0.5555555555555556,0.1
21,2,0,0,14200,21400,-7200,4,0,11,9,2,4,4,0,1,1,0,1,0,0,1,0,0,4,0.5,0.2
21,3,0,0,14200,21400,-7200,4,0,11,9,2,4,3,1,2,1,1,1,0,0,1,0,0,4,0.5714285714285714,0.3
21,4,0,0,14200,21400,-7200,4,0,11,9,2,4,2,2,3,1,2,1,0,0,1,0,0,4,0.6666666666666666,0.4
21,5,0,0,14200,21400,-7200,4,0,11,9,2,3,2,1,3,2,1,1,0,0,1,0,0,4,0.6,0.5
21,6,0,0,14200,21400,-7200,4,0,11,9,2,2,2,0,3,3,0,1,0,0,1,0,0,4,0.5,0.6
21,7,0,0,14200,21400,-7200,4,0,11,9,2,2,1,1,4,3,1,1,0,0,1,0,0,4,0.6666666666666666,0.7
21,8,0,0,14200,21400,-7200,4,0,11,9,2,1,1,0,4,4,0,1,0,0,1,0,0,4,0.5,0.8
22,1,0,0,20700,7700,13000,3,0,11,10,1,4,5,-1,0,1,-1,0,0,1,0,0,1,3,0.4444444444444444,0.1
22,2,0,0,20700,7700,13000,3,0,11,10,1,4,4,0,1,1,0,1,0,1,0,0,1,3,0.5,0.2
22,3,0,0,20700,7700,13000,3,0,11,10,1,3,4,-1,1,2,-1,1,0,1,0,0,1,3,0.42857142857142855,0.3
22,4,0,0,20700,7700,13000,3,0,11,10,1,2,4,-2,1,3,-2,1,0,1,0,0,1,3,0.3333333333333333,0.4
22,5,0,0,20700,7700,13000,3,0,11,10,1,1,4,-3,1,4,-3,1,0,1,0,0,1,3,0.2,0.5
22,6,0,0,20700,7700,13000,3,0,11,10,1,1,3,-2,2,4,-2,1,0,1,0,0,1,3,0.25,0.6
22,7,0,0,20700,7700,13000,3,0,11,10,1,0,3,-3,2,5,-3,1,0,1,0,0,1,3,0.0,0.7
22,8,0,0,20700,7700,13000,3,0,11,10,1,0,2,-2,3,5,-2,1,0,1,0,0,1,3,0.0,0.8
23,1,0,0,25950,18350,7600,3,3,12,10,2,4,5,-1,0,1,-1,0,1,1,0,0,0,0,0.4444444444444444,0.1
23,2,0,0,25950,18350,7600,3,3,12,10,2,3,5,-2,0,2,-2,0,1,1,0,0,0,0,0.375,0.2
23,3,0,0,25950,18350,7600,3,3,12,10,2,3,4,-1,1,2,-1,0,1,1,0,0,0,0,0.42857142857142855,0.3
23,4,0,0,25950,18350,7600,3,3,12,10,2,2,4,-2,1,3,-2,0,1,1,0,0,0,0,0.3333333333333333,0.4
23,5,0,0,25950,18350,7600,3,3,12,10,2,2,3,-1,2,3,-1,0,1,1,0,0,0,0,0.4,0.5
23,6,0,0,25950,18350,7600,3,3,12,10,2,2,2,0,3,3,0,0,1,1,0,0,0,0,0.5,0.6
23,7,0,0,25950,18350,7600,3,3,12,10,2,2,1,1,4,3,1,0,1,1,0,0,0,0,0.6666666666666666,0.7
23,8,0,0,25950,18350,7600,3,3,12,10,2,1,1,0,4,4,0,0,1,1,0,0,0,0,0.5,0.8
23,9,0,0,25950,18350,7600,3,3,12,10,2,0,1,-1,4,5,-1,0,1,1,0,0,0,0,0.0,0.9
23,10,0,0,25950,18350,7600,3,3,12,10,2,0,0,0,5,5,0,0,1,1,0,0,0,0,0.0,1.0
24,1,0,0,21000,8100,12900,2,2,12,11,1,4,5,-1,0,1,-1,0,0,1,0,0,1,0,0.4444444444444444,0.1
24,2,0,0,21000,8100,12900,2,2,12,11,1,4,4,0,1,1,0,1,0,1,0,0,1,0,0.5,0.2
24,3,0,0,21000,8100,12900,2,2,12,11,1,3,4,-1,1,2,-1,1,0,1,0,0,1,0,0.42857142857142855,0.3
24,4,0,0,21000,8100,12900,2,2,12,11,1,3,3,0,2,2,0,1,0,1,0,0,1,0,0.5,0.4
24,5,0,0,21000,8100,12900,2,2,12,11,1,2,3,-1,2,3,-1,1,0,1,0,0,1,0,0.4,0.5
24,6,0,0,21000,8100,12900,2,2,12,11,1,2,2,0,3,3,0,1,0,1,0,0,1,0,0.5,0.6
24,7,0,0,21000,8100,12900,2,2,12,11,1,2,1,1,4,3,1,1,0,1,0,0,1,0,0.6666666666666666,0.7
24,8,0,0,21000,8100,12900,2,2,12,11,1,2,0,2,5,3,2,1,0,1,0,0,1,0,1.0,0.8
24,9,0,0,21000,8100,12900,2,2,12,11,1,1,0,1,5,4,1,1,0,1,0,0,1,0,1.0,0.9
24,10,0,0,21000,8100,12900,2,2,12,11,1,0,0,0,5,5,0,1,0,1,0,0,1,0,0.0,1.0
1,1,1,1,0,0,0,0,0,13,11,2,5,4,1,1,0,1,0,1,0,0,1,1,0,0.5555555555555556,0.1
1,2,1,1,0,0,0,0,0,13,11,2,5,3,2,2,0,2,1,1,0,0,1,1,0,0.625,0.2
1,3,1,1,0,0,0,0,0,13,11,2,5,2,3,3,0,3,1,1,0,0,1,1,0,0.7142857142857143,0.3
1,4,1,1,0,0,0,0,0,13,11,2,4,2,2,3,1,2,1,1,0,0,1,1,0,0.6666666666666666,0.4
1,5,1,1,0,0,0,0,0,13,11,2,4,1,3,4,1,3,1,1,0,0,1,1,0,0.8,0.5
3,1,1,1,13350,11400,1950,0,0,2,0,2,4,5,-1,0,1,-1,0,1,0,0,0,0,0,0.4444444444444444,0.1
3,2,1,1,13350,11400,1950,0,0,2,0,2,4,4,0,1,1,0,0,1,0,0,0,0,0,0.5,0.2
3,3,1,1,13350,11400,1950,0,0,2,0,2,3,4,-1,1,2,-1,0,1,0,0,0,0,0,0.42857142857142855,0.3
